"","macrophagesBYo","AveExpr","F","P.Value","adj.P.Val"
"Dnah12",2.18417046564646,0.793443100918958,30.1805626143237,6.49883575389239e-06,0.000540502794674291
"Gm22423",-3.48969119766251,0.596481285155358,30.1572483554917,6.53711550753794e-06,0.000541650211135812
"Ddx39",2.87161744455202,4.39745004536723,29.9911430433954,6.81693194919613e-06,0.000562727557880843
"Fkbp11",3.63859329274985,2.45853898850595,29.957723644917,6.87476391351833e-06,0.000565391829214743
"2200002J24Rik",1.50602472760604,0.440993736278152,29.9113207671493,6.95593644255726e-06,0.00056994882192109
"Dusp3",2.60771363885472,4.56897472234567,29.790358403557,7.17239952157905e-06,0.000585516585298499
"Camk2n1",-5.45038388190018,4.58513250483595,29.5141132929198,7.69426328542904e-06,0.000625809509792451
"C1rb",1.02479017102038,0.240416443940659,29.4883303575719,7.74500520626745e-06,0.000627629121532069
"Gm7336",2.5905018702971,1.1729363208859,29.3740762556718,7.97421391630916e-06,0.000643845016315721
"Siva1",2.58476111655348,5.07497236201234,29.277792036467,8.1730146327476e-06,0.000657496737164637
"Aunip",1.5082145093147,0.706008075880614,29.2370202672656,8.25879093606906e-06,0.00066198997057484
"Gm29560",-1.99582597544158,0.590508638424486,29.1783041914926,8.38401682311226e-06,0.000669601459125316
"Atp1b3",1.62687088595007,5.75305516502496,29.1173859499247,8.51609129505357e-06,0.000675641612570488
"Gm25541",-5.27304609186992,1.2385920642856,29.115266878789,8.5207254851135e-06,0.000675641612570488
"Znhit1",2.02066694914123,5.24661784445492,28.8424355923946,9.14054687490825e-06,0.000722201137548554
"Gm12909",1.86402462743489,0.550597324807504,28.8173408259891,9.19993539796856e-06,0.000724306657684194
"Gm36172",2.53583661036558,1.00565298080619,28.6840001924039,9.52250428703867e-06,0.000747043838092753
"Gprc5a",1.48280853561309,0.495135744122147,28.4818885492783,1.00347497986071e-05,0.000784447949804186
"Gm33973",5.62011678306651,2.00507853611692,28.3196502028979,1.04672855044798e-05,0.000815379426815518
"Tns4",2.01685795421463,1.36674012982076,28.2416444349996,1.06823228629551e-05,0.00082770094441686
"Aurka",2.8332114009791,2.11948255509781,28.2274917736551,1.07218418811911e-05,0.00082770094441686
"Nxpe5",2.55551459866883,1.06207351134352,28.2218277723668,1.07377015344953e-05,0.00082770094441686
"Prdx6b",1.36955899674682,0.369008726767336,28.1735135844065,1.08740107690036e-05,0.000835297709175929
"Rpia",2.77803263835783,2.75454934914086,28.0758474238028,1.11552498711349e-05,0.000853936307609406
"Incenp",3.05371299089317,2.74055308199539,27.8270695428627,1.19074308931727e-05,0.000908372736722965
"Gm32051",1.94824786032225,0.794007011904293,27.7852405490232,1.20391497357573e-05,0.000915264981457593
"Ccnb2",4.35047661773356,2.38848546274116,27.724369990279,1.22336255936827e-05,0.000926864722633704
"Hist2h2be",2.81492240366724,3.54257684116709,27.674592621726,1.23951605796393e-05,0.000935898080216249
"Olfr228",1.43847136501073,0.373396344812849,27.5394032212347,1.2845508634536e-05,0.000966602678645713
"Fabp5",7.30291309088651,6.79840167913352,27.5256447505933,1.28923144006339e-05,0.000966836174526182
"Klrd1",-2.51630929716474,1.42009638167676,27.5087733327196,1.29499597725185e-05,0.000967878243403465
"Capns1",2.33586365514079,6.84206627134512,27.4607986389205,1.311539103132e-05,0.000976942073353173
"Gm16287",1.33134807091311,1.29516856488273,27.4458026312484,1.31675650317093e-05,0.000977537050994984
"Fam20c",4.25827266538811,3.00028498778445,27.4036465829568,1.33154285198332e-05,0.000984921992675026
"Gm25099",-6.35055933537459,2.24820675674035,27.3921441304802,1.33560818063783e-05,0.000984921992675026
"Pfkl",2.75780170222738,5.08720845228303,27.3754705422904,1.34152477150803e-05,0.000985998422593759
"mt-Ts1",-2.17137365538926,4.18532763470376,27.3129378900319,1.36396568136973e-05,0.000999172608243128
"Gm11434",-2.40934824627835,1.19318126103881,27.2323133636279,1.39349437186535e-05,0.00101743485111476
"Icam2",8.22366224173032,3.75739279718586,27.206276796356,1.40317593142469e-05,0.00102113358983251
"Thbs1",7.50428799066808,5.04786707795579,27.1378839184135,1.42895230849662e-05,0.00103648235806133
"Fgfr1",5.44116345879402,2.78566419903688,27.0313307412999,1.47012669959618e-05,0.00106286316912308
"Ccdc12",1.58614168923534,3.17857666817365,27.0150110405634,1.4765443973789e-05,0.00106402578837829
"Colca2",2.40332603826272,1.19085372787046,26.9913784843898,1.48589111300104e-05,0.00106479141648065
"Ccl24",6.80988318864473,3.73446465942207,26.9879987884897,1.48723295978177e-05,0.00106479141648065
"Gm45444",-1.32217883302404,0.186787063207348,26.9430117641148,1.50521840052406e-05,0.00107419182821915
"Slc25a51",2.55745545285301,4.76082284789071,26.7516651900159,1.58436174694994e-05,0.00112703649285445
"H2afx",2.61930199797388,6.40683191272123,26.6879709879716,1.61168599989839e-05,0.00114279901845359
"Mzb1",5.7184737381708,2.41823452454073,26.6424869985245,1.63150697103541e-05,0.00115315746709956
"Inpp5k",1.69298551723458,5.10699065534467,26.5400863833427,1.67709316411035e-05,0.00118160293215329
"Ndufa1",1.83296842243869,6.64246150347326,26.488693669369,1.70048445729558e-05,0.00119427992535714
"Plk1",3.74276311495193,2.03930516630658,26.4652167245239,1.71128601384221e-05,0.00119806267355162
"Gm26698",2.3400984406237,0.702141021363149,26.2660356868092,1.80594027729846e-05,0.00126034122254492
"E230032D23Rik",0.852910633226481,0.323313809140997,26.1677937892226,1.85467823545236e-05,0.00129028448436832
"Llph",1.7179288907559,4.52899017410062,26.0897544414572,1.89439770043337e-05,0.00131378559017829
"Svs2",1.26009282714978,0.296152322213806,26.0446354596551,1.91777671380143e-05,0.00132584294498216
"Itgb1",3.08759773290362,5.91552680271611,25.993655276222,1.94456526885217e-05,0.00134017499821858
"Gm29336",-1.99507767814347,0.915104183407844,25.9477309067436,1.96904051758499e-05,0.0013528286761035
"Eno1",2.9503949625849,6.34839240794198,25.8697368516223,2.01136659370126e-05,0.00137763043815644
"Cd209b",3.35815135315807,1.30412792936341,25.8436163630083,2.02575878142463e-05,0.00138320560251411
"Gm44154",3.63888440896682,2.1796621631667,25.8040568033934,2.04776626862057e-05,0.00139393025109824
"Cenpw",2.92718696975273,2.36093811830516,25.7865281105234,2.05759946973781e-05,0.00139547191708728
"Lmna",3.60336229515596,4.3463113263463,25.768758010206,2.06761974956678e-05,0.00139547191708728
"Szrd1",1.60372079275073,4.38152212647143,25.7531762897651,2.07644905895818e-05,0.00139547191708728
"Serpinb10",6.8615511126179,2.51461032427146,25.7506358667133,2.07789240346618e-05,0.00139547191708728
"Pomk",3.03455402007696,3.80543993268051,25.7441714718575,2.08157000695567e-05,0.00139547191708728
"Qars",1.61134909721454,5.95840314706709,25.6913987536259,2.11185460275272e-05,0.00141149726213591
"Serpinb8",4.42154058221655,1.99364798890404,25.6719514634981,2.12313352361673e-05,0.0014147615344269
"Cdkn2c",3.37012041693132,3.65562643778374,25.6074241381011,2.16102237120105e-05,0.00143568462216459
"Arpc5",1.84661834875534,7.67542246800491,25.5581651389545,2.19043344096446e-05,0.00145086703636098
"Bad",1.28332844768414,4.57479655519822,25.5410822603169,2.20073302259253e-05,0.00145333781071088
"Tgfb2",4.38366422108828,1.74662446011599,25.47519256279,2.24094780137967e-05,0.00147549072053341
"P4hb",1.90938194583675,8.27515347845999,25.3198289581634,2.338922194692e-05,0.0015354295463849
"Hist1h3c",2.86513667958896,0.982290289696978,25.273613258736,2.36894459529159e-05,0.00155053731602473
"Lbhd1",1.22686424806149,0.860790889537889,25.2187374151463,2.40512992033131e-05,0.00156957785331828
"Dnajc19",1.45306956786812,2.32399885114795,25.1641579969385,2.44170781027681e-05,0.00158876182019865
"Atp1a1",2.34043275875392,6.26584588428074,25.1309770664006,2.46423588605691e-05,0.00159666473410701
"Gm38843",-4.83646590013496,2.21145711572102,25.1250434256778,2.46828793140442e-05,0.00159666473410701
"Gm48614",-1.29059999563833,0.543258483389932,24.8874147835487,2.63657777734683e-05,0.00169715117788171
"Gm28661",-3.48491388990507,1.3433866067373,24.8796665427984,2.64226802726683e-05,0.00169715117788171
"Txn2",1.67462395804527,5.63062621733816,24.8737194252485,2.64664447122538e-05,0.00169715117788171
"Prkcsh",1.89464488842585,6.10254388175497,24.8453543249283,2.66762529079259e-05,0.00170566110717354
"C4a",3.12581876691014,1.31873987781705,24.8308264405349,2.67844008289301e-05,0.00170764063267556
"Kank2",2.19952913262701,1.85947404491828,24.7884701284173,2.7102398239528e-05,0.00172211327950321
"Cyp2j14-ps",1.06418822448866,0.287122715526842,24.7799185577707,2.71670901119478e-05,0.00172211327950321
"Cma1",3.5656409897117,1.17233973773784,24.7128197896051,2.76804654880602e-05,0.00174964267997816
"2310009B15Rik",2.01741752580993,3.66725779755815,24.5161461916074,2.92460320685866e-05,0.00184333324060781
"Rab1b",1.69076660984906,7.32086035404117,24.487016901789,2.94858621050702e-05,0.00185316967997292
"Pofut2",1.72277787066599,5.09378689596132,24.4367510759376,2.99046855482742e-05,0.00187416815406366
"Ptgr1",1.98626043984333,1.94019954234316,24.3706205419552,3.04654330157224e-05,0.00190391744239216
"Tnfrsf26",1.90451414390968,1.02233451674274,24.2657379396322,3.13780080110167e-05,0.00195542442599358
"Gdpgp1",1.63501585490428,2.61400175962584,24.2341517028337,3.16585433335704e-05,0.00196736503979938
"Fcgr4",2.62075504103626,2.75135773883094,24.2087262289837,3.18863138305279e-05,0.00197596896603016
"Try5",1.06095517139122,0.287168317466361,24.14616772319,3.2454244907952e-05,0.00200554541926989
"Gm28439",-2.40146548981558,0.706774441289661,24.1312671987827,3.25911100434217e-05,0.00200839311278724
"Gm44997",1.25560773796792,0.752960623095109,24.1059727988287,3.28248637558841e-05,0.00201481576358262
"Snd1",1.39439106906989,1.75302346359801,24.100305826366,3.28774800277235e-05,0.00201481576358262
"Hdlbp",1.8760590540196,4.24768342871576,24.0012904472336,3.38115454286789e-05,0.00206633375557642
"Arhgdib",2.54178063520046,3.47055182797731,23.9460001182601,3.43454687811307e-05,0.00209318128331943
"Mcpt4",2.8406317733847,0.947299413909526,23.8426062239511,3.53683156699027e-05,0.00214468445679842
"Ptpn7",4.24306150428072,1.8548607980295,23.8410026955671,3.53844336993817e-05,0.00214468445679842
"Aplp2",3.16639860192332,5.53786278696805,23.823727592052,3.55585762306452e-05,0.00214935077035673
"Gnai3",2.87501297195558,5.09831181747152,23.8079179026493,3.57187516236686e-05,0.00215314970618643
"Atp5a1",1.65159468129006,8.60610320164848,23.7475597756279,3.63374160771751e-05,0.00218449091270474
"Lpl",3.297573279923,2.74526111404809,23.7252912452522,3.65685576635133e-05,0.00219242872951194
"2010107E04Rik",1.58674124715446,6.66849732151634,23.6479271973389,3.73839018320258e-05,0.00223525421683758
"Fcrl1",-2.70623651905213,1.57755096206232,23.5898651008656,3.80086126891374e-05,0.00226648123590778
"Folr1",-1.07080886524924,0.234289364151025,23.5358936441076,3.85993517363647e-05,0.00229552004963333
"Cox6c",1.88682988193232,6.04684762011318,23.4665536292788,3.93727878924035e-05,0.00233523910601513
"Mocs1",2.54159398411626,2.8486188703026,23.2533421367882,4.18568757142409e-05,0.00247593492359934
"Orm3",3.40729638400683,1.84202065668513,23.1082401520756,4.36431930859469e-05,0.00257245700477927
"Atg101",1.7623090858993,5.84724254326544,23.1020504691236,4.37211876236046e-05,0.00257245700477927
"Fn1",10.122863979483,4.96725365593647,23.0892441973744,4.38830307211744e-05,0.00257513073911019
"Hoxb7",1.35788080986097,0.321048315040521,23.0776636867516,4.40299358320207e-05,0.00257691605929046
"Aldh2",4.24909452906122,5.31483504550922,23.0121228048564,4.48713528626584e-05,0.00261923203002795
"Engase",3.51394326917145,3.94626946556643,22.9447576737037,4.57541786271322e-05,0.0026637360362317
"Camp",-10.3366719546527,2.43182324014139,22.8040178089754,4.76592418441391e-05,0.00276736327380023
"Rpp21",1.66798341758108,5.97744111185095,22.7480461037634,4.84403552493457e-05,0.00280535596644313
"Pfdn1",1.56353052477784,2.82451697593988,22.6782974176139,4.94329899554242e-05,0.00285536824225548
"Eif3b",1.43135953000018,5.35804632127381,22.6582203883521,4.97227428966875e-05,0.00286462562787349
"Ncaph2",1.41960061146351,4.96590137085055,22.6407516191985,4.99763345671006e-05,0.00286632491072119
"Mrpl28",1.64323050969507,7.03703660460081,22.6383460426537,5.00113644414581e-05,0.00286632491072119
"Atpif1",2.39795476398573,6.78236298833731,22.6017879464264,5.05469731780722e-05,0.0028895366605129
"Ikbke",3.03302124942194,1.81718044556782,22.5918585587155,5.06935070460692e-05,0.00289044447520667
"Ift22",1.89524334533588,4.4848296580058,22.5813241307928,5.0849467797709e-05,0.00289188374315865
"Nfic",1.40442579333028,3.22988036055886,22.5300944062809,5.16152841591743e-05,0.00292791008064977
"Ambp",1.0273144531349,0.315059835761143,22.4079734335871,5.34911449767778e-05,0.00302655908010551
"Pml",2.41653702168143,2.75444588554988,22.3565739167461,5.4302412002744e-05,0.00306462311412425
"Gm18026",-2.1608697364221,0.340720218975557,22.3428294480009,5.45215765848829e-05,0.0030691624396625
"Eif4b",2.03987016787766,5.89171159971624,22.2992736065928,5.52223894296085e-05,0.00310072315063764
"Ccdc153",-1.88208103370728,0.299256494438011,22.2662666712303,5.57599004966774e-05,0.0031229779207291
"Spc24",4.0041324196608,2.67141279209518,22.2405399419224,5.61827438436787e-05,0.00313871424761036
"Gm22122",1.43309114088788,1.64185354321116,22.2240750503428,5.64551630652614e-05,0.00314598884758886
"Kdm4a",1.70422482835598,3.28270355868439,22.1590229301482,5.75454104182964e-05,0.00319868621779892
"Mrps21",1.43389368102004,4.81687544718051,22.1065404725271,5.84414450477732e-05,0.00323257390808022
"Qprt",-1.46906425457314,0.815985680416529,22.1062005236434,5.84472975289106e-05,0.00323257390808022
"Cnppd1",1.39980378788712,6.36244982660448,22.0678024881117,5.9112410038939e-05,0.00326120660172431
"Spink2",1.96878534401808,0.794295077794885,22.0491226534978,5.94389029027233e-05,0.00327106181322624
"Lamtor5",1.40471200976244,6.47644361968797,22.0312637602899,5.97528552421494e-05,0.00328017969360315
"Dffa",1.48373384425137,3.18796506888397,21.9398947657348,6.13871429722063e-05,0.00335494543078815
"Gm20128",1.72107763249307,1.22224832586636,21.9317124445362,6.15358179583471e-05,0.00335494543078815
"Slc25a39",1.47177952332223,7.12364550840461,21.9298473070137,6.15697620078646e-05,0.00335494543078815
"9130008F23Rik",3.0770279107095,1.26634677053637,21.885245596552,6.23874870536576e-05,0.00339032877165883
"mt-Cytb",-3.62317463322325,13.0603341851819,21.877773602289,6.25256131101931e-05,0.00339032877165883
"Gm5177",0.983531842929932,0.696494819983552,21.8462479935468,6.31120105003681e-05,0.0034137579665028
"Ephx1",2.68572494324739,2.51496890832929,21.836489270196,6.32947221632756e-05,0.00341529058150767
"Trappc6a",1.91820452129376,4.34621159925607,21.7589756593252,6.47663032478545e-05,0.00348619203589364
"Ccnb1",4.00328316435531,2.22894932992896,21.7426828240575,6.5080260310346e-05,0.00348873316201229
"Actg1",2.12941527708635,10.7147438376901,21.739714669732,6.51376310706741e-05,0.00348873316201229
"Pkm",2.14780646360567,7.31785515711759,21.7320204478676,6.52866034928846e-05,0.00348873316201229
"Rilpl2",4.02260992587414,4.71694005788839,21.7129613903963,6.5657192609392e-05,0.00349905144665648
"Ndufc1",1.70941001371592,5.69492812470531,21.6989749504955,6.5930583029442e-05,0.00349905144665648
"Rnf141",2.95523441623652,3.95346163773959,21.6977703663453,6.59541858362677e-05,0.00349905144665648
"Cxcl9",-1.94373240037023,0.591463138750665,21.6763654563665,6.63751111581358e-05,0.00351295833529052
"Cdca5",3.17023280000303,2.00275680491367,21.6661899741546,6.65762201500595e-05,0.00351519264529777
"Marcks",-4.67940466497676,8.57179215244586,21.6535721207241,6.68265081153061e-05,0.00352000675960695
"Efcab5",1.35793008808822,0.592900308736238,21.6018263539202,6.78635397627022e-05,0.00356614035669896
"Nupr1",3.91791724863995,4.45904491789275,21.5660319793985,6.8590979684528e-05,0.00359582522170809
"Crip1",6.86651163682316,5.81998148020758,21.5530661660826,6.88565394502887e-05,0.00360121329139181
"Eif5a",1.39119754723324,8.90267179357952,21.4920623615786,7.01208708947529e-05,0.00365868874246372
"Olfr907",1.12206757344142,0.532834542122749,21.4758097727443,7.04618963339621e-05,0.00366783184140293
"Ddost",2.15543600509428,8.03846807563266,21.4526007147656,7.09519746084585e-05,0.00368467261564067
"Cox7a2",1.76912449479345,7.35249464124713,21.4358928939188,7.13070358299202e-05,0.00369443923575018
"Alox5",3.81603505954778,2.90332501641238,21.427554854974,7.14849413246657e-05,0.00369500317038687
"Aifm2",3.53264696166679,1.99121894737485,21.3536392709861,7.30830189210472e-05,0.00376880099671405
"Rbpj",1.47480672834659,1.85019523656593,21.3386747265391,7.34111955698016e-05,0.00377692065021098
"Ube2t",1.84869783099073,1.35005697833787,21.3020049767619,7.42220721361446e-05,0.00380977935468197
"Atp5k",1.667557417302,8.5064936552644,21.2684392050121,7.49727328840145e-05,0.00383314147497335
"Ssr4",1.41158325361443,7.97202027013975,21.2636252226804,7.5081057935992e-05,0.00383314147497335
"Cyp26c1",1.16764769451827,0.265945318007658,21.2584806443298,7.51970076453661e-05,0.00383314147497335
"Cdc37",1.4441565081056,5.69766356009198,21.2423939931525,7.55608128670636e-05,0.00384283186909896
"Tln1",3.71794814165182,6.47104867293894,21.1553464228488,7.75624398700379e-05,0.00393558224138727
"Platr17",4.15898794877885,2.10459896185586,21.1402459483634,7.79154198038316e-05,0.00394444584054958
"Lsm4",1.5513727002254,5.78195929564447,21.103398871856,7.87839856816191e-05,0.00397931076537548
"Gm10320",2.18659873605126,3.33775145358474,20.9983941541247,8.13166225780087e-05,0.00409612661480522
"Mxd3",3.2392067535126,2.08781773539093,20.9922677674586,8.14670573843645e-05,0.00409612661480522
"Dok2",3.95364281953784,2.27214742323565,20.9426453559232,8.26966016426758e-05,0.00414205796578681
"Gm11407",-1.76586503979848,0.245678759528129,20.9403068425049,8.27550341670556e-05,0.00414205796578681
"Gm28437",-3.5426594806898,4.29226192135125,20.9264596576242,8.31019428125143e-05,0.00415003223666197
